item_id,title,cluster_hint,week_idx,week_start,units_actual,promo_flag,oos_flag
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,24,2026-01-19,105,1,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,25,2026-01-26,5,0,1
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,0,2025-02-03,38,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,1,2025-02-10,19,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,2,2025-02-17,40,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,3,2025-02-24,12,1,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,4,2025-03-03,44,1,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,5,2025-03-10,11,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,6,2025-03-17,0,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,7,2025-03-24,63,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,8,2025-03-31,79,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,9,2025-04-07,45,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,10,2025-04-14,83,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,11,2025-04-21,61,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,12,2025-04-28,36,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,13,2025-05-05,69,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,14,2025-05-12,27,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,15,2025-05-19,57,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,16,2025-05-26,16,0,1
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,17,2025-06-02,0,1,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,18,2025-06-09,48,1,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,19,2025-06-16,33,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,20,2025-06-23,0,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,21,2025-06-30,56,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,22,2025-07-07,72,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,23,2025-07-14,0,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,24,2025-07-21,38,0,0
P1019,CivicWorks Essential Crewneck Tee - Sand,TEE_CREW,25,2025-07-28,52,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,0,2025-01-20,0,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,1,2025-01-27,0,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,2,2025-02-03,0,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,3,2025-02-10,0,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,4,2025-02-17,18,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,5,2025-02-24,52,0,1
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,6,2025-03-03,21,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,7,2025-03-10,0,0,1
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,8,2025-03-17,0,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,9,2025-03-24,30,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,10,2025-03-31,23,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,11,2025-04-07,96,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,12,2025-04-14,74,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,13,2025-04-21,24,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,14,2025-04-28,88,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,15,2025-05-05,41,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,16,2025-05-12,51,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,17,2025-05-19,52,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,18,2025-05-26,115,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,19,2025-06-02,69,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,20,2025-06-09,56,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,21,2025-06-16,81,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,22,2025-06-23,45,1,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,23,2025-06-30,19,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,24,2025-07-07,29,0,0
P1020,Fieldline Performance Fleece Hoodie - Olive,HOOD_FLEECE,25,2025-07-14,4,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,0,2025-11-17,0,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,1,2025-11-24,45,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,2,2025-12-01,55,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,3,2025-12-08,0,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,4,2025-12-15,0,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,5,2025-12-22,0,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,6,2025-12-29,0,1,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,7,2026-01-05,58,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,8,2026-01-12,123,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,9,2026-01-19,76,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,10,2026-01-26,108,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,11,2026-02-02,43,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,12,2026-02-09,99,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,13,2026-02-16,44,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,14,2026-02-23,73,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,15,2026-03-02,113,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,16,2026-03-09,110,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,17,2026-03-16,87,1,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,18,2026-03-23,35,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,19,2026-03-30,74,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,20,2026-04-06,84,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,21,2026-04-13,43,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,22,2026-04-20,0,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,23,2026-04-27,27,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,24,2026-05-04,14,0,0
P1021,NordVale Signature Fleece Hoodie - Charcoal/Blush,HOOD_FLEECE,25,2026-05-11,0,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,0,2025-01-27,0,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,1,2025-02-03,0,0,1
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,2,2025-02-10,29,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,3,2025-02-17,22,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,4,2025-02-24,63,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,5,2025-03-03,0,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,6,2025-03-10,57,1,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,7,2025-03-17,64,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,8,2025-03-24,96,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,9,2025-03-31,31,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,10,2025-04-07,61,0,1
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,11,2025-04-14,96,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,12,2025-04-21,60,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,13,2025-04-28,57,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,14,2025-05-05,101,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,15,2025-05-12,68,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,16,2025-05-19,50,1,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,17,2025-05-26,0,0,1
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,18,2025-06-02,67,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,19,2025-06-09,56,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,20,2025-06-16,68,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,21,2025-06-23,16,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,22,2025-06-30,13,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,23,2025-07-07,0,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,24,2025-07-14,42,0,0
P1022,AstraRun Everyday Fleece Hoodie - Cobalt,HOOD_FLEECE,25,2025-07-21,8,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,0,2025-06-16,29,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,1,2025-06-23,0,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,2,2025-06-30,0,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,3,2025-07-07,55,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,4,2025-07-14,44,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,5,2025-07-21,80,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,6,2025-07-28,22,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,7,2025-08-04,12,0,1
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,8,2025-08-11,41,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,9,2025-08-18,21,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,10,2025-08-25,32,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,11,2025-09-01,59,0,1
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,12,2025-09-08,52,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,13,2025-09-15,68,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,14,2025-09-22,96,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,15,2025-09-29,52,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,16,2025-10-06,196,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,17,2025-10-13,42,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,18,2025-10-20,83,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,19,2025-10-27,71,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,20,2025-11-03,62,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,21,2025-11-10,34,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,22,2025-11-17,33,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,23,2025-11-24,22,1,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,24,2025-12-01,0,0,0
P1023,UrbanPeak City Fleece Hoodie - Burgundy,HOOD_FLEECE,25,2025-12-08,15,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,0,2025-01-06,35,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,1,2025-01-13,0,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,2,2025-01-20,0,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,3,2025-01-27,0,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,4,2025-02-03,30,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,5,2025-02-10,58,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,6,2025-02-17,12,0,1
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,7,2025-02-24,102,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,8,2025-03-03,33,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,9,2025-03-10,80,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,10,2025-03-17,99,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,11,2025-03-24,38,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,12,2025-03-31,39,0,1
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,13,2025-04-07,48,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,14,2025-04-14,81,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,15,2025-04-21,83,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,16,2025-04-28,90,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,17,2025-05-05,97,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,18,2025-05-12,20,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,19,2025-05-19,1,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,20,2025-05-26,75,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,21,2025-06-02,0,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,22,2025-06-09,42,1,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,23,2025-06-16,39,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,24,2025-06-23,0,0,0
P1024,AstraRun Essential Fleece Hoodie - Maroon,HOOD_FLEECE,25,2025-06-30,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,0,2024-12-30,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,1,2025-01-06,14,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,2,2025-01-13,43,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,3,2025-01-20,68,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,4,2025-01-27,91,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,5,2025-02-03,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,6,2025-02-10,136,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,7,2025-02-17,50,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,8,2025-02-24,49,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,9,2025-03-03,97,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,10,2025-03-10,72,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,11,2025-03-17,33,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,12,2025-03-24,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,13,2025-03-31,102,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,14,2025-04-07,1,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,15,2025-04-14,20,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,16,2025-04-21,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,17,2025-04-28,62,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,18,2025-05-05,0,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,19,2025-05-12,107,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,20,2025-05-19,25,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,21,2025-05-26,0,0,1
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,22,2025-06-02,74,0,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,23,2025-06-09,0,1,0
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,24,2025-06-16,18,0,1
P1025,NordVale Essential 2.5L Rain Jacket - Burgundy,JKT_RAIN,25,2025-06-23,52,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,0,2025-05-05,0,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,1,2025-05-12,2,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,2,2025-05-19,0,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,3,2025-05-26,11,0,1
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,4,2025-06-02,169,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,5,2025-06-09,0,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,6,2025-06-16,75,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,7,2025-06-23,36,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,8,2025-06-30,26,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,9,2025-07-07,71,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,10,2025-07-14,88,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,11,2025-07-21,15,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,12,2025-07-28,35,1,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,13,2025-08-04,21,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,14,2025-08-11,66,1,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,15,2025-08-18,63,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,16,2025-08-25,51,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,17,2025-09-01,35,0,1
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,18,2025-09-08,58,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,19,2025-09-15,73,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,20,2025-09-22,17,1,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,21,2025-09-29,20,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,22,2025-10-06,74,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,23,2025-10-13,1,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,24,2025-10-20,46,0,0
P1026,NordVale Trail 2.5L Rain Jacket - Maroon,JKT_RAIN,25,2025-10-27,0,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,0,2025-03-17,52,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,1,2025-03-24,17,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,2,2025-03-31,40,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,3,2025-04-07,43,1,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,4,2025-04-14,88,1,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,5,2025-04-21,55,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,6,2025-04-28,55,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,7,2025-05-05,89,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,8,2025-05-12,35,0,1
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,9,2025-05-19,0,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,10,2025-05-26,3,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,11,2025-06-02,39,1,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,12,2025-06-09,126,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,13,2025-06-16,158,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,14,2025-06-23,16,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,15,2025-06-30,98,1,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,16,2025-07-07,51,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,17,2025-07-14,111,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,18,2025-07-21,22,1,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,19,2025-07-28,60,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,20,2025-08-04,24,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,21,2025-08-11,0,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,22,2025-08-18,8,0,1
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,23,2025-08-25,0,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,24,2025-09-01,45,0,0
P1027,NordVale Studio 2.5L Rain Jacket - Navy,JKT_RAIN,25,2025-09-08,0,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,0,2025-04-14,46,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,1,2025-04-21,21,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,2,2025-04-28,42,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,3,2025-05-05,15,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,4,2025-05-12,103,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,5,2025-05-19,61,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,6,2025-05-26,28,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,7,2025-06-02,52,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,8,2025-06-09,60,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,9,2025-06-16,57,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,10,2025-06-23,29,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,11,2025-06-30,67,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,12,2025-07-07,88,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,13,2025-07-14,21,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,14,2025-07-21,52,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,15,2025-07-28,45,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,16,2025-08-04,129,1,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,17,2025-08-11,29,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,18,2025-08-18,73,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,19,2025-08-25,58,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,20,2025-09-01,18,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,21,2025-09-08,15,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,22,2025-09-15,0,0,1
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,23,2025-09-22,34,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,24,2025-09-29,0,0,0
P1028,CivicWorks Pro 2.5L Rain Jacket - Forest,JKT_RAIN,25,2025-10-06,6,0,0
